,"Trade_Name
",Chemical,Manufacturer,Top_15_Brand_Corporation,Biologic_(by_Product),Biosimilar,NAS,Oncology,Rare_Disease_(FDA),Rare_Disease_(EMA),Rare_Disease_(FDA_or_EMA),HC-HTA_Aligned_Review,Health_Canada_Submission_Date,NOC_Date,Health_Canada_Review_Time,HTA_Agency,CADTH_Submission_Date,CADTH_Timing_of__Submission,CADTH_Submission_Type_-_Agency_Specific,CADTH_Indication,CADTH_Review_Status,CADTH_Final_Recommendation/Withdrawn_Date,CADTH_Recommended_-_Agency_Specific,CADTH_Decision_Type_-_Standardized,INESSS_Submission_Date,INESSS_Timing_of__Submission,INESSS_Submission_Type_-_Agency_Specific,INESSS_Indication,INESSS_Review_Status,INESSS_Final_Recommendation/Withdrawn_Date,INESSS_Recommended_-_Agency_Specific,INESSS_Decision_Type_-_Standardized,pCPA_Negotiation,pCPA_First_Date,pCPA_Final_Date,pCPA_Type,pCPA_Negotiation_Outcome,BC_Status,AB_Status,SK_Status,MB_Status,ON_Status,NB_Status,NS_Status,PEI_Status,NL_Status,QC_Status,Listing_BC_Date,Listing_AB_Date,Listing_SK_Date,Listing_MB_Date,Listing_ON_Date,Listing_NB_Date,Listing_NS_Date,Listing_PEI_Date,Listing_NL_Date,Listing_QC_Date,First_Prov_Listing_(excl_QC),First_Prov_Listing_(inc_QC),Rank_BC_Listing_Date,Rank_AB_Listing_Date,Rank_SK_Listing_Date,Rank_MB_Listing_Date,Rank_ON_Listing_Date,Rank_NB_Listing_Date,Rank_NS_Listing_Date,Rank_PEI_Listing_Date,Rank_NL_Listing_Date,Rank_QC_Listing_Date,Rank_1,Rank_2,Rank_3,Rank_4,Rank_5,Rank_6,Rank_7,Rank_8,Rank_9,Rank_10,Total_population_coverage_(incl_QC),Date_>_50%_Cumulative_Ranking,Date_>_80%_Cumulative_Ranking,NOC_to_CADTH_Submission,NOC_to_INESSS_Submission,CADTH_Duration,INESSS_Duration,CADTH_to_pCPA_Initiation,INESSS_to_pCPA_Initiation,pCPA_LOI_to_LOE,pCPA_to_Listing_BC_Date,pCPA_to_Listing_AB_Date,pCPA_to_Listing_SK_Date,pCPA_to_Listing_MB_Date,pCPA_to_Listing_ON_Date,pCPA_to_Listing_NB_Date,pCPA_to_Listing_NS_Date,pCPA_to_Listing_PEI_Date,pCPA_to_Listing_NL_Date,pCPA_to_Listing_QC_Date,pCPA_to_Listing_Nat_Avg_(excl_QC),pCPA_Completion_to_1st_Listing_(excl_QC),pCPA_to_Listing_Nat_Avg_(incl_QC),pCPA_Completion_to_1st_Listing_(incl_QC),pCPA_Completion_to_80%_Listing,NOC_to_Listing_BC_Date,NOC_to_Listing_AB_Date,NOC_to_Listing_SK_Date,NOC_to_Listing_MB_Date,NOC_to_Listing_ON_Date,NOC_to_Listing_NB_Date,NOC_to_Listing_NS_Date,NOC_to_Listing_PEI_Date,NOC_to_Listing_NL_Date,NOC_to_Listing_QC_Date,NOC_to_Listing_Nat_Avg_(excl_QC),NOC_to_Listing_Nat_Avg_(inc_QC),"NOC_to_1st_Provincial_Listing
(unique_at_product/indication_level)_exc_QC","CADTH_Submission_to_1st_Provincial_Listing
exc_QC",CADTH_Recommendation_to_1st_Provincial_Listing_exc_QC,HTA_Rec_to_BC_Listing_Date,HTA_Rec_to_AB_Listing_Date,HTA_Rec_to_SK_Listing_Date,HTA_Rec_to_MB_Listing_Date,HTA_Rec_to_ON_Listing_Date,HTA_Rec_to_NB_Listing_Date,HTA_Rec_to_NS_Listing_Date,HTA_Rec_to_PEI_Listing_Date,HTA_Rec_to_NL_Listing_Date,HTA_Rec_to_QC_Listing_Date,Nat`l_Avg_(excl_QC),NOC_to_CADTH_Rec,NOC_to_INESSS_Rec,CADTH_Rec_to_pCPA_Decision,INESSS_Rec_to_pCPA_Decision,NOC_to_80%_Listing,First_Provincial_Listing_to_80%_Listing_(incl_QC),First_Provincial_Listing_to_80%_Listing_(excl_QC),First_Provincial_Listing_to_50%_Listing_(incl_QC),50%_Listing_to_80%_Listing,HC_Sub_to_CADTH_Rec
12,Adcetris,brentuximab vedotin,Seattle Genetics,N,Y,N,N,Y,Y,Y,Y,N,,20-Jul-17,,CADTH,10-Aug-17,post-NOC,Resubmission,Hodgkins Lymphoma at high risk of relapse or progression post-ASCT,Completed,21-Feb-18,Cond'l on Cost,Conditional,,,,,,,,,1st,22-Jun-18,13-Mar-19,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Funded,EM,2019-02-01,2020-04-10,2019-05-01,2019-04-01,2019-12-17,2019-07-25,2019-07-01,,2019-07-29,2019-04-11,01-Feb-19,2019-02-01,1.0,9.0,4.0,2.0,8.0,6.0,5.0,,7.0,3.0,20.30%,25.80%,54.40%,60.10%,61.40%,62.30%,63.00%,95.20%,99.60%,,99.60%,11-Apr-19,17-Dec-19,21.0,,195.0,,121.0,,264.0,-40.0,394.0,49.0,19.0,279.0,134.0,110.0,,138.0,29.0,135.0,-40.0,124.0,-40.0,279.0,561.0,995.0,650.0,620.0,880.0,735.0,711.0,,739.0,630.0,736.0,725.0,561.0,540.0,345.0,345.0,779.0,434.0,404.0,664.0,519.0,495.0,,523.0,,520.0,216.0,,385.0,,880.0,319.0,319.0,69.0,250.0,43152
13,Adcetris,brentuximab vedotin,Seattle Genetics,N,Y,N,N,Y,Y,Y,Y,N,01-May-19,22-Nov-19,205.0,CADTH & INESSS,08-Oct-19,pre-NOC,New indication,"Peripheral T-Cell Lymphoma (PTCL): For the treatment of previously untreated adult patients with systemic anaplastic large cell lymphoma (sALCL), peripheral T-cell lymphoma-not otherwise specified (PTCL-NOS) or angioimmunoblastic T-cell lymphoma (AITL), whose tumours express CD30, in combination with cyclophosphamide, doxorubicin, and prednisone (CHP).",Completed,04-Jun-20,Fund,Positive,25-Oct-19,pre-NOC,New Indication,"Peripheral T-Cell Lymphoma (PTCL): For the treatment of previously untreated adult patients with systemic anaplastic large cell lymphoma (sALCL), peripheral T-cell lymphoma-not otherwise specified (PTCL-NOS) or angioimmunoblastic T-cell lymphoma (AITL), whose tumours express CD30, in combination with cyclophosphamide, doxorubicin, and prednisone (CHP).",Completed,10-Jun-20,Inscription - Avec conditions,Conditional,1st,03-Jul-20,21-Sep-20,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,EM,2020-12-01,2021-02-28,2021-01-01,2022-08-25,2022-01-31,,,,,2020-11-11,01-Dec-20,2020-11-11,2.0,4.0,3.0,6.0,5.0,,,,,1.0,28.60%,48.80%,54.60%,59.00%,91.20%,96.80%,,,,,96.80%,01-Jan-21,31-Jan-22,-45.0,-28.0,240.0,229.0,29.0,23.0,80.0,71.0,160.0,102.0,703.0,497.0,,,,,51.0,307.0,71.0,264.0,51.0,497.0,375.0,464.0,406.0,1007.0,801.0,,,,,355.0,611.0,568.0,375.0,420.0,180.0,180.0,269.0,211.0,812.0,606.0,,,,,154.0,416.0,195.0,201.0,109.0,103.0,801.0,446.0,426.0,51.0,395.0,400
14,Adcetris,brentuximab vedotin,Seattle Genetics,N,Y,N,N,Y,Y,Y,Y,N,01-Apr-18,21-Dec-18,264.0,CADTH & INESSS,30-Mar-20,post-NOC,New indication,Primary Cutaneous Anaplastic Large Cell Lymphoma or CD30-Expressing Mycosis Fungoides,Completed,03-Dec-20,Cond'l on Cost,Conditional,08-May-20,post-NOC,New Indication,Primary Cutaneous Anaplastic Large Cell Lymphoma or CD30-Expressing Mycosis Fungoides,Completed,14-Oct-20,Inscription - Avec conditions,Conditional,1st,05-Feb-21,28-Apr-21,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,EM,2021-08-01,2021-07-01,2021-08-01,2022-03-07,2022-01-31,,,,,2021-08-18,01-Jul-21,2021-07-01,2.0,1.0,3.0,6.0,5.0,,,,,4.0,4.50%,24.70%,30.40%,59.00%,91.20%,96.80%,,,,,96.80%,18-Aug-21,31-Jan-22,465.0,504.0,248.0,159.0,64.0,114.0,82.0,95.0,64.0,95.0,313.0,278.0,,,,,112.0,169.0,64.0,160.0,64.0,278.0,954.0,923.0,954.0,1172.0,1137.0,,,,,971.0,1028.0,1019.0,923.0,458.0,210.0,241.0,210.0,241.0,459.0,424.0,,,,,308.0,315.0,713.0,663.0,146.0,196.0,1137.0,214.0,214.0,48.0,166.0,977
15,Adcetris,brentuximab vedotin,Seattle Genetics,N,Y,N,N,Y,Y,Y,Y,N,01-Jul-18,02-May-19,305.0,CADTH & INESSS,02-Apr-20,post-NOC,New indication,"Stage IV Hodgkin lymphoma (HL) in combination with doxorubicin, vinblastine, and dacarbazine (AVD)",Completed,03-Dec-20,Cond'l on Cost,Conditional,22-May-20,post-NOC,New Indication,"Stage IV Hodgkin lymphoma (HL) in combination with doxorubicin, vinblastine, and dacarbazine (AVD)",Completed,05-Nov-20,Inscription - Avec conditions,Conditional,1st,05-Feb-21,28-Apr-21,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,EM,2021-08-01,2021-07-31,2021-08-01,2022-08-25,2021-11-30,,,,,2021-08-18,31-Jul-21,2021-07-31,2.0,1.0,3.0,6.0,5.0,,,,,4.0,4.50%,24.70%,30.40%,59.00%,91.20%,96.80%,,,,,96.80%,18-Aug-21,30-Nov-21,336.0,386.0,245.0,167.0,64.0,92.0,82.0,95.0,94.0,95.0,484.0,216.0,,,,,112.0,197.0,94.0,183.0,94.0,216.0,822.0,821.0,822.0,1211.0,943.0,,,,,839.0,924.0,910.0,821.0,485.0,240.0,241.0,240.0,241.0,630.0,362.0,,,,,286.0,343.0,581.0,553.0,146.0,174.0,943.0,122.0,122.0,18.0,104.0,886
16,Adcetris (Resubmission),brentuximab vedotin,Seattle Genetics,N,Y,N,Y,Y,Y,Y,Y,N,,01-Feb-13,,CADTH,27-Aug-18,post-NOC,Resubmission,Hodgkin Lymphoma: For the treatment of patients with HL after failure of at least two multi-agent chemotherapy regimens in patients who are not ASCT candidates,Completed,07-Mar-19,Do Not Fund,Negative,,,,,,,,,,17-May-19,,Do Not Negotiate,,Funded,Not funded,Not funded,Under provincial consideration,Funded,Not funded,Under provincial consideration,Not funded,Not funded,NR,2014-06-01,,,,2021-11-30,,,,,,01-Jun-14,2014-06-01,1.0,,,,2.0,,,,,,20.30%,52.50%,,,,,,,,,52.50%,30-Nov-21,,2033.0,,192.0,,71.0,,,,,,,,,,,,,,,,,,485.0,,,,3224.0,,,,,,1855.0,1855.0,485.0,-1548.0,-1740.0,-1740.0,,,,999.0,,,,,,-371.0,2225.0,,,,,,,2739.0,,43531
18,Adempas (PH),riociguat,Bayer ,Y,N,N,Y,N,Y,Y,Y,N,,19-Sep-13,,CADTH & INESSS,30-Sep-13,post-NOC,Initial,"Pulmonary hypertension, chronic thromboembolic (CTEPH)",Completed,17-Jul-14,List with criteria/condition,Conditional,,,New Drug,"Pulmonary hypertension, chronic thromboembolic (CTEPH)",Completed,24-Apr-14,Ajout aux listes de médicaments - Médicament d'exception,Conditional,1st,31-Aug-14,23-Jan-15,Negotiation,Completed with Agreements,NR,NR,EDS,EDS,EAP,SA,EDS,SA,SA,EM,,,2015-07-01,2015-04-20,2015-02-11,2015-07-23,2015-06-29,2018-08-01,2015-06-01,2014-04-24,11-Feb-15,2014-04-24,,,6.0,3.0,2.0,7.0,5.0,8.0,4.0,1.0,28.60%,60.80%,66.30%,67.00%,68.30%,74.00%,74.90%,75.30%,,,75.30%,11-Feb-15,,11.0,,290.0,,45.0,129.0,145.0,,,159.0,87.0,19.0,181.0,157.0,1286.0,129.0,-274.0,288.0,19.0,218.0,-274.0,,,,650.0,578.0,510.0,672.0,648.0,1777.0,620.0,217.0,779.0,709.0,510.0,499.0,209.0,,,349.0,277.0,209.0,371.0,347.0,1476.0,319.0,0.0,478.0,301.0,217.0,190.0,274.0,,,,293.0,,41837
19,Adlyxine,lixisenatide,Sanofi-Aventis ,Y,N,N,Y,N,N,N,N,N,01-Jun-16,25-May-17,358.0,CADTH & INESSS,29-May-17,post-NOC,Initial,"Diabetes mellitus, Type 2",Completed,23-Nov-17,Reimburse with clinical criteria and/or conditions,Conditional,,,New Drug,Diabetes,Completed,01-Feb-18,Avis de refus d'inscription aux listes des médicaments - Valeur thérapeutique,Negative,1st,27-Apr-18,21-Nov-19,Negotiation,Completed with Agreements,NR,SA,EDS,EDS,FB,SA,EDS,SA,SA,NR,,2020-07-01,2021-01-01,2021-08-05,2019-12-20,2020-05-21,2022-04-19,2022-03-28,2022-05-03,,20-Dec-19,2019-12-20,,3.0,4.0,5.0,1.0,2.0,7.0,6.0,8.0,,32.20%,33.10%,37.60%,43.30%,48.80%,49.20%,50.50%,51.20%,,,51.20%,19-Apr-22,,4.0,,178.0,,155.0,85.0,573.0,,223.0,407.0,623.0,29.0,182.0,880.0,858.0,894.0,,512.0,29.0,512.0,29.0,,,1133.0,1317.0,1533.0,939.0,1092.0,1790.0,1768.0,1804.0,,1422.0,1422.0,939.0,935.0,757.0,,951.0,1135.0,1351.0,757.0,910.0,1608.0,1586.0,1622.0,,1240.0,182.0,252.0,728.0,658.0,,,,851.0,,540
20,Admelog (Cancelled),insulin lispro,sanofi-aventis Canada Inc.,Y,Y,Y,N,N,N,N,N,N,01-Jan-17,16-Nov-17,319.0,CADTH & INESSS,,na,,"Diabetes mellitus, Type 1 & 2",Cancelled,,Cancelled or withdrawn,,,,New Drug,Diabetes,Completed,14-May-20,Inscription,Positive,1st,29-Jan-20,30-Sep-20,Negotiation,Completed with Agreements,FB,FB,FB,FB,FB,FB,,FB,FB,FB,2021-11-30,2021-08-01,2021-01-01,2021-04-01,2020-12-18,2020-11-26,,2021-09-27,2022-05-03,2021-03-03,26-Nov-20,2020-11-26,8.0,6.0,3.0,5.0,2.0,1.0,,7.0,9.0,4.0,0.90%,33.10%,38.80%,67.40%,73.00%,77.40%,77.80%,98.00%,98.70%,,98.70%,03-Mar-21,30-Nov-21,,,,,,-106.0,245.0,426.0,305.0,93.0,183.0,79.0,57.0,,362.0,580.0,154.0,261.0,57.0,249.0,57.0,426.0,1475.0,1354.0,1142.0,1232.0,1128.0,1106.0,,1411.0,1629.0,1203.0,1310.0,1298.0,1106.0,,,,,,,,,,,,293.0,,,910.0,,139.0,1475.0,369.0,369.0,97.0,272.0,-42736
23,Aermony RespiClick,fluticasone propionate ,Teva Canada Innovation,N,N,N,N,N,N,N,N,N,01-Oct-16,22-Aug-17,325.0,CADTH & INESSS,04-Oct-17,post-NOC,Initial,Asthma,Completed,19-Dec-18,Reimburse with clinical criteria and/or conditions,Conditional,11-Jan-20,post-NOC,New drug,Asthma,Completed,14-May-20,Inscription - Avec conditions,Conditional,1st,12-Apr-19,31-Jul-19,Negotiation,No agreement reached,FB,FB,FB,FB,FB,FB,FB,FB,FB,FB,2021-08-12,2021-04-01,2021-05-01,2021-08-05,2021-03-29,2021-04-22,2022-02-22,2021-11-22,2021-07-07,2021-03-03,29-Mar-21,2021-03-03,8.0,3.0,5.0,7.0,2.0,4.0,10.0,9.0,6.0,1.0,28.60%,60.80%,65.30%,66.20%,71.90%,72.60%,78.10%,98.30%,98.70%,100.00%,100.00%,29-Mar-21,12-Aug-21,43.0,872.0,441.0,124.0,114.0,-398.0,110.0,743.0,610.0,640.0,736.0,607.0,631.0,937.0,845.0,707.0,581.0,717.0,607.0,704.0,581.0,743.0,1451.0,1318.0,1348.0,1444.0,1315.0,1339.0,1645.0,1553.0,1415.0,1289.0,1425.0,1412.0,1315.0,1272.0,831.0,967.0,834.0,864.0,960.0,831.0,855.0,1161.0,1069.0,931.0,293.0,941.0,484.0,996.0,224.0,-288.0,1451.0,162.0,136.0,26.0,136.0,809
26,Afinitor,everolimus,Novartis,Y,N,N,N,Y,Y,N,Y,N,,17-May-16,,CADTH & INESSS,30-May-16,post-NOC,New indication,"Endocrine, neuroendocrine tumours of GI or lung origin",Completed,01-Dec-16,Cond'l on Cost,Conditional,12-Aug-16,post-NOC,New Indication,Neuroendocrine tumours of Gastrointestinal or Lung origin,Completed,01-Feb-17,Avis de refus dajout dune indication reconnue aux listes des médicaments  Médicament dexception  À moins que certaines conditions soient respectées,Conditional,1st,31-Mar-17,01-Sep-17,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,,Funded,EM,2018-02-01,2018-09-04,2017-10-01,2018-01-28,2017-11-20,2018-03-20,2021-05-30,,2019-07-29,2017-12-15,01-Oct-17,2017-10-01,5.0,7.0,1.0,4.0,2.0,6.0,9.0,,8.0,3.0,5.70%,38.00%,66.50%,72.10%,92.30%,93.20%,97.70%,98.30%,99.60%,,99.60%,15-Dec-17,01-Feb-18,13.0,87.0,185.0,173.0,120.0,58.0,154.0,153.0,368.0,30.0,149.0,80.0,200.0,1367.0,,696.0,105.0,380.0,30.0,350.0,30.0,153.0,625.0,840.0,502.0,621.0,552.0,672.0,1839.0,,1168.0,577.0,852.0,822.0,502.0,489.0,304.0,427.0,642.0,304.0,423.0,354.0,474.0,1641.0,,970.0,317.0,654.0,198.0,260.0,274.0,212.0,625.0,123.0,123.0,75.0,48.0,42705
29,Ajovy,fremanezumab,Teva Canada Innovation,N,Y,N,Y,N,N,N,N,N,01-Jun-19,09-Apr-20,313.0,CADTH & INESSS,03-Jun-20,post-NOC,Initial,migraine,Completed,24-Mar-21,Reimburse with clinical criteria and/or conditions,Conditional,18-Sep-20,post-NOC,New Drug,Migraine,Completed,31-Mar-21,Refus d'inscription,Negative,1st,16-Jul-21,03-Dec-21,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,FB,SA,EM,2022-03-29,2022-02-01,2022-02-01,2022-06-01,2022-06-09,2022-03-24,2022-03-21,2022-12-28,2022-04-05,2022-02-02,01-Feb-22,2022-02-01,6.0,1.0,2.0,8.0,9.0,5.0,4.0,10.0,7.0,3.0,4.50%,10.20%,38.80%,40.10%,41.00%,61.20%,61.90%,67.40%,99.60%,100.00%,100.00%,29-Mar-22,09-Jun-22,55.0,162.0,294.0,194.0,114.0,107.0,140.0,116.0,60.0,60.0,180.0,188.0,111.0,108.0,390.0,123.0,61.0,148.0,60.0,140.0,60.0,188.0,719.0,663.0,663.0,783.0,791.0,714.0,711.0,993.0,726.0,664.0,751.0,743.0,663.0,608.0,314.0,370.0,314.0,314.0,434.0,442.0,365.0,362.0,644.0,377.0,308.0,402.0,349.0,356.0,254.0,247.0,791.0,128.0,128.0,56.0,72.0,662
30,Akynzeo,netupitant / palonosetron,Purdue Pharma,N,N,N,Y,N,N,N,N,N,01-Dec-16,28-Sep-17,301.0,CADTH & INESSS,08-Dec-17,post-NOC,Initial,Nausea and vomiting (chemotherapy induced) prevention,Completed,20-Jun-18,Reimburse with clinical criteria and/or conditions,Conditional,,,New Drug,Nausea and vomiting (chemotherapy induced) prevention,Completed,09-May-18,Avis de refus dinscription aux listes des médicaments (chimiothérapie hautement émétisante) Avis de refus dinscription aux listes des médicaments ? Valeur thérapeutique (chimiothérapie modérément émétisante),Negative,1st,19-Sep-18,24-Apr-19,Negotiation,Completed with Agreements,SA,UR,NR,EDS,LU,SA,EDS,SA,SA,EM,2019-11-26,,,2020-07-16,2019-06-28,2019-11-07,2019-09-01,2019-09-23,2019-07-18,2019-07-04,28-Jun-19,2019-06-28,7.0,,,8.0,1.0,6.0,4.0,5.0,3.0,2.0,32.20%,60.80%,61.50%,62.80%,63.10%,64.00%,84.30%,89.80%,,,89.80%,04-Jul-19,26-Nov-19,71.0,,194.0,,91.0,133.0,217.0,216.0,,,449.0,65.0,197.0,130.0,152.0,85.0,71.0,185.0,65.0,171.0,65.0,216.0,789.0,,,1022.0,638.0,770.0,703.0,725.0,658.0,644.0,758.0,744.0,638.0,567.0,373.0,524.0,,,757.0,373.0,505.0,438.0,460.0,393.0,421.0,493.0,265.0,223.0,308.0,350.0,789.0,151.0,151.0,6.0,145.0,566
33,Alecensaro,alectinib,Hoffman-La Roche ,Y,N,N,N,Y,Y,N,Y,N,01-Feb-16,29-Sep-16,241.0,CADTH & INESSS,18-Aug-17,post-NOC,New indication,Locally advanced or metastatic non-small cell lung cancer (second line),Completed,29-Mar-18,Cond'l on Cost,Conditional,24-Nov-16,post-NOC,New Drug,Locally advanced or metastatic non-small cell lung cancer (second line),Completed,01-Jun-17,Avis de refus d'inscription aux listes des médicaments,Negative,1st,07-Sep-18,11-Dec-18,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2019-05-01,2019-03-01,2019-02-11,2019-05-31,2019-04-17,2019-05-16,2019-10-03,,2019-09-27,2019-02-01,11-Feb-19,2019-02-01,5.0,3.0,2.0,7.0,4.0,6.0,9.0,,8.0,1.0,28.60%,34.30%,38.80%,71.00%,91.20%,92.10%,97.70%,98.30%,99.60%,,99.60%,17-Apr-19,01-May-19,323.0,56.0,223.0,189.0,162.0,463.0,95.0,141.0,80.0,62.0,171.0,127.0,156.0,296.0,,290.0,52.0,165.0,62.0,153.0,52.0,141.0,944.0,883.0,865.0,974.0,930.0,959.0,1099.0,,1093.0,855.0,968.0,956.0,865.0,542.0,319.0,398.0,337.0,319.0,428.0,384.0,413.0,553.0,,547.0,610.0,422.0,546.0,245.0,257.0,558.0,944.0,89.0,79.0,75.0,14.0,787
34,Alecensaro,alectinib,Hoffman-La Roche ,Y,N,N,N,Y,Y,N,Y,N,01-Dec-17,11-Jun-18,192.0,CADTH & INESSS,15-Jan-18,pre-NOC,New indication,Non-Small Cell Lung Cancer (first line),Completed,25-Jul-18,Cond'l on Cost,Conditional,,,New Indication,Locally advanced or metastatic ALK+ NSCLC (first line),Completed,05-Sep-18,Avis d'inscription aux listes des médicaments - Médicament d'exception - Avec conditions,Conditional,1st,07-Sep-18,11-Dec-18,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2019-05-01,2019-03-01,2019-02-11,2019-05-31,2019-04-17,2019-05-16,2019-10-03,2021-12-06,2019-09-27,2019-02-01,11-Feb-19,2019-02-01,5.0,3.0,2.0,7.0,4.0,6.0,9.0,10.0,8.0,1.0,28.60%,34.30%,38.80%,71.00%,91.20%,92.10%,97.70%,98.30%,99.60%,100.00%,100.00%,17-Apr-19,01-May-19,-147.0,,191.0,,44.0,2.0,95.0,141.0,80.0,62.0,171.0,127.0,156.0,296.0,1091.0,290.0,52.0,268.0,62.0,247.0,52.0,141.0,324.0,263.0,245.0,354.0,310.0,339.0,479.0,1274.0,473.0,235.0,451.0,430.0,245.0,392.0,201.0,280.0,219.0,201.0,310.0,266.0,295.0,435.0,1230.0,429.0,149.0,407.0,44.0,86.0,139.0,97.0,324.0,89.0,79.0,75.0,14.0,236
41,Alunbrig,brigatinib,Takeda ,Y,N,N,N,Y,Y,N,Y,N,01-May-20,03-Mar-21,306.0,CADTH & INESSS,30-Sep-20,pre-NOC,New indication,For the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive locally advanced (not amenable to curative therapy) or metastatic non-small cell lung cancer (NSCLC) previously untreated with an ALK inhibitor,Completed,21-Apr-21,Cond'l on Cost,Conditional,02-Oct-20,pre-NOC,New Indication,Anaplastic Lymphoma Kinase Positive Non-Small Cell Lung Cancer,Completed,07-May-21,Inscription - Avec conditions,Conditional,1st,29-Oct-21,16-Dec-21,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2022-06-01,2022-02-28,2022-03-01,2022-06-01,2022-02-28,2022-04-29,2022-07-11,2022-09-26,2022-10-31,2022-02-02,28-Feb-22,2022-02-02,6.0,2.0,4.0,7.0,3.0,5.0,8.0,9.0,10.0,1.0,28.60%,33.00%,65.30%,71.00%,71.90%,92.10%,97.70%,99.00%,99.30%,100.00%,100.00%,28-Feb-22,01-Jun-22,-154.0,-152.0,203.0,217.0,191.0,175.0,48.0,167.0,74.0,75.0,167.0,74.0,134.0,207.0,284.0,319.0,48.0,167.0,74.0,155.0,48.0,167.0,455.0,362.0,363.0,455.0,362.0,422.0,495.0,572.0,607.0,336.0,455.0,443.0,362.0,516.0,313.0,406.0,313.0,314.0,406.0,313.0,373.0,446.0,523.0,558.0,271.0,406.0,49.0,65.0,239.0,223.0,455.0,119.0,93.0,26.0,93.0,355
42,Anoro Ellipta,umeclidinium / vilanterol,GlaxoSmithKline,Y,N,N,Y,N,N,N,N,N,,23-Dec-13,,CADTH & INESSS,26-Feb-14,post-NOC,Initial,COPD (Chronic Obstructive Pulmonary Disease),Completed,15-Jan-15,List with criteria/condition,Conditional,,,New Drug,COPD,Completed,01-Feb-16,Avis d'inscription aux listes de médicaments - Médicament d'exception,Conditional,1st,04-Feb-15,01-May-15,Negotiation,Completed with Agreements,SA,SA,EDS,FB,LU,SA,EDS,SA,SA,EM,2015-08-11,2015-06-01,2015-07-01,2015-07-22,2015-06-29,2015-06-29,2015-09-01,2015-09-21,2015-10-01,2016-03-24,01-Jun-15,2015-06-01,6.0,1.0,4.0,5.0,2.0,3.0,7.0,8.0,9.0,10.0,4.50%,36.70%,37.60%,43.30%,48.80%,69.10%,70.40%,70.70%,71.40%,100.00%,100.00%,11-Aug-15,24-Mar-16,65.0,,323.0,,20.0,-362.0,86.0,102.0,31.0,61.0,82.0,59.0,59.0,123.0,143.0,153.0,328.0,90.0,31.0,114.0,31.0,328.0,596.0,525.0,555.0,576.0,553.0,553.0,617.0,637.0,647.0,822.0,584.0,608.0,525.0,460.0,137.0,208.0,137.0,167.0,188.0,165.0,165.0,229.0,249.0,259.0,52.0,196.0,388.0,770.0,106.0,-276.0,822.0,297.0,297.0,71.0,226.0,42019
43,Aptiom,eslicarbazepine acetate ,Sunovion Pharmaceuticals ,N,N,N,Y,N,N,N,N,N,,08-Jul-14,,CADTH & INESSS,15-Aug-14,post-NOC,Initial,"Epilepsy, partial-onset seizures ",Completed,16-Apr-15,List with criteria/condition,Conditional,04-Aug-14,post-NOC,New Drug,"Epilepsy, partial-onset seizures ",Completed,02-Feb-15,Avis de refus,Negative,1st,15-Jun-15,08-Sep-15,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,LU,SA,EDS,SA,SA,EM,2015-11-10,2015-11-01,2016-01-01,2016-01-18,2015-11-26,2016-03-01,2016-03-01,2016-04-25,2015-12-01,2017-03-15,01-Nov-15,2015-11-01,2.0,1.0,5.0,6.0,3.0,7.0,8.0,9.0,4.0,10.0,4.50%,24.70%,56.90%,57.60%,63.30%,68.90%,69.80%,71.10%,71.40%,100.00%,100.00%,26-Nov-15,15-Mar-17,38.0,27.0,244.0,182.0,60.0,133.0,85.0,63.0,54.0,115.0,132.0,79.0,175.0,175.0,230.0,84.0,554.0,123.0,54.0,166.0,54.0,554.0,490.0,481.0,542.0,559.0,506.0,602.0,602.0,657.0,511.0,981.0,550.0,593.0,481.0,443.0,199.0,208.0,199.0,260.0,277.0,224.0,320.0,320.0,375.0,229.0,772.0,268.0,282.0,209.0,145.0,218.0,981.0,500.0,500.0,25.0,475.0,42110
